gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
IGFL3	1177162	249	28	871182	158994	0	0	0	0	50	85	34658064	1	1
IGLL5	223193	631	29	1386270	329814	0	196	99	0	0	99	329814	1	1
IGSF1	42910	NaN	15	9081054	1856682	0	0	0	0	0	0	1856682	1	1
IKBKG	2163759	NaN	42	3370410	576846	0	0	0	0	44	70	39990276	1	1
IL13RA1	221322	NaN	44	3001176	483552	0	0	0	0	50	83	45480168	1	1
IL13RA2	166070	NaN	19	2687130	411282	0	0	0	0	20	14	11279376	1	1
IL17A	313277	556	11	1027548	228636	0	0	1	0	28	42	20109456	1	1
IL17B	422727	380	28	1203624	254916	0	0	3	0	2	6	1277208	1	1
IL1F5	672307	479	25	1052514	219438	0	0	0	0	50	93	38681532	1	1
IL1F6	611416	469	33	1081422	198414	0	0	0	0	46	131	48332862	1	1
IL1F7	590466	420	46	1689804	270684	0	0	0	0	4	13	3254778	1	1
IL1F8	641862	469	29	1641186	277254	0	0	0	0	50	121	42333138	1	1
IL1F9	611416	469	33	1162890	219438	0	0	0	0	46	131	48332862	1	1
IL1RAPL1	11003	NaN	14	4780332	825192	0	0	0	0	4	4	2834298	1	1
IL1RAPL2	17392	NaN	-4	4738284	783144	0	0	0	0	6	2	3455820	1	1
IL2	227942	612	-14	1074852	176076	0	0	1	0	6	4	2839554	1	1
IL23A	2869106	184	52	1258812	270684	0	0	1	0	50	108	47978082	1	1
IL24	467839	385	39	1486134	211554	0	0	2	0	3	5	1835658	1	1
IL27	1133167	269	63	1583370	387630	0	0	0	0	4	6	3411144	1	1
IL28A	1838894	286	29	1329768	317988	0	0	0	0	50	113	43873146	1	1
IL28B	1838894	286	29	1273266	324558	0	0	0	0	50	113	43873146	1	1
IL28RA	840519	235	31	3451878	724014	0	0	0	0	19	14	14782500	1	1
IL29	1838894	286	29	1303488	328500	0	0	0	0	50	113	43873146	1	1
IL2RG	759088	NaN	27	2550474	445446	0	0	0	0	50	112	48360456	1	1
IL3	365169	484	35	1055142	198414	0	0	2	0	0	2	198414	1	1
IL3RA	NaN	NaN	NaN	2693700	499320	0	0	0	0	0	0	499320	1	1
IL5	713465	320	66	922428	178704	0	0	1	0	25	29	16877016	1	1
IL8	273344	444	13	702990	122202	0	0	0	0	50	87	34215246	1	1
IL9R	NaN	NaN	NaN	3471588	727956	0	0	0	0	0	0	727956	1	1
ILF2	1656449	183	40	2673990	550566	0	0	0	0	21	37	15013764	1	1
IMMP1L	124843	916	-4	1160262	214182	0	0	0	0	50	72	33220548	1	1
IMP5	369065	563	15	4325688	1080108	0	0	0	0	1	0	1306116	1	1
IMPDH2	1799657	241	41	3499182	708246	0	0	0	0	20	35	24452226	1	1
INPP5D	430468	259	37	7010190	1352106	0	7	8	0	0	8	1352106	1	1
INS	NaN	NaN	NaN	730584	170820	0	0	0	0	50	216	74013678	1	1
INSIG1	263493	NaN	14	2248254	424422	0	0	0	0	27	43	17606286	1	1
INSL4	372067	616	20	918486	201042	0	0	1	0	8	5	4461030	1	1
INSL6	351963	629	20	1450656	257544	0	0	0	0	50	72	36851130	1	1
INSR	558979	505	21	9295236	1829088	0	11	15	0	0	15	1829088	1	1
INTS10	207502	242	10	4980060	793656	0	0	3	0	23	44	20386710	1	1
IQCF5	NaN	NaN	NaN	1011780	183960	0	0	1	0	19	43	14619564	1	1
IQSEC2	886836	NaN	77	9877338	2350746	0	0	0	0	3	0	5810508	1	1
IRAK1	2355024	NaN	25	4647618	1115586	0	0	0	0	6	11	10416078	1	1
IRGM	NaN	NaN	NaN	1183914	245718	0	0	0	0	50	216	74088576	1	1
IRS4	110759	NaN	29	7970724	1957860	0	0	0	0	1	1	2716038	1	1
ISCA1	311398	417	8	876438	180018	0	0	1	0	12	13	7463520	1	1
ISCA1P1	177047	815	-3	868554	195786	0	0	0	0	18	6	9385902	1	1
ITGB1BP1	624421	340	37	1405980	241776	0	0	0	0	29	89	23801796	1	1
ITGB1BP2	728362	NaN	26	2420388	433620	0	0	0	0	50	124	53506080	1	1
ITGB1BP3	2173603	207	30	1582056	302220	0	0	0	0	9	17	8470044	1	1
ITIH5L	257678	NaN	19	8433252	2057724	0	0	0	0	0	0	2057724	1	1
ITM2A	13949	NaN	29	1789668	344268	0	0	0	0	41	63	39165084	1	1
IVL	59999	804	12	4070772	559764	0	7	11	0	1	11	658314	1	1
JAKMIP1	366026	678	41	5939280	1017036	0	16	10	0	0	10	1017036	1	1
JAZF1	292385	474	14	1649070	316674	0	0	1	0	50	72	33321726	1	1
JMJD4	595623	459	1	3231126	721386	0	0	0	0	4	9	4404528	1	1
JMJD5	227767	448	27	3055050	605754	0	0	0	0	41	31	24874020	1	1
JMJD7-PLA2G4B	874211	259	40	6817032	1427004	0	0	0	0	4	14	9710460	1	1
JPH2	526607	344	21	4449204	1132668	0	9	9	0	0	9	1132668	1	1
JRK	384374	412	23	3856590	871182	0	0	0	0	0	0	871182	1	1
JTB	2028800	222	34	1013094	187902	0	0	0	0	50	59	34951086	1	1
JUB	1240941	185	38	3500496	822564	0	0	0	0	20	25	14997996	1	1
KAL1	16107	NaN	-30	4547754	957906	0	0	0	0	2	7	4219254	1	1
KATNA1	437046	210	41	3361212	617580	0	0	0	0	10	20	8321562	1	1
KAZ	163077	802	9	5684364	1243044	0	0	0	0	0	0	1243044	1	1
KBTBD10	370890	418	22	4085226	758178	0	0	0	0	4	2	3093156	1	1
KBTBD5	369022	329	34	4082598	879066	0	0	0	0	4	6	3750156	1	1
KCNAB3	1794630	337	33	2718666	611010	0	0	2	0	50	101	37903644	1	1
KCND1	834590	NaN	41	4173264	988128	0	0	0	0	9	3	7240140	1	1
KCND3	320241	623	23	4313862	931626	0	4	7	0	0	7	931626	1	1
KCNE1	381338	502	16	855414	180018	0	0	0	0	50	115	50738796	1	1
KCNE1L	203975	NaN	36	890892	236520	0	0	0	0	50	61	27860742	1	1
KCNE3	633655	283	23	681966	148482	0	0	1	0	0	1	148482	1	1
KCNE4	279069	585	3	1119528	239148	0	4	6	0	0	6	239148	1	1
KCNK15	890596	168	46	2047212	578160	0	0	0	0	50	71	39337218	1	1
KCNK3	1198614	300	41	2508426	616266	0	4	6	0	0	6	616266	1	1
KCNMA1	116099	807	3	8802486	1680606	0	18	14	0	1	14	1903986	1	1
KCNRG	337743	357	44	2032758	398142	0	0	1	0	18	12	8663202	1	1
KCP	NaN	NaN	NaN	10950876	2307384	0	0	0	0	0	0	2307384	1	1
KCTD1	173654	429	31	5643630	1225962	0	0	2	0	10	11	10350378	1	1
KCTD13	NaN	NaN	NaN	2143134	511146	0	0	0	0	0	0	511146	1	1
KCTD21	551110	208	23	1734480	333756	0	0	0	0	50	71	43310754	1	1
KCTD6	567081	265	35	1600452	296964	0	0	1	0	1	2	805482	1	1
KDM4DL	NaN	NaN	NaN	3319164	678024	0	0	0	0	0	0	678024	1	1
KDM5C	877207	NaN	80	10579014	2242998	0	0	0	0	3	1	5999724	1	1
KDM5D	0	0	0	10614492	2055096	0	0	0	0	12	0	8422740	1	1
KDM6A	59340	NaN	36	9581688	1766016	0	0	0	0	1	0	2106342	1	1
KHK	1214097	238	50	2446668	509832	0	0	1	0	16	39	16122780	1	1
KIAA0090	788190	448	30	6672492	1405980	0	0	0	0	0	0	1405980	1	1
KIAA0101	766091	263	33	830448	149796	0	0	0	0	50	99	38652624	1	1
KIAA0146	918018	606	6	6169230	1257498	0	0	0	0	4	0	2659536	1	1
KIAA0174	471197	218	31	2433528	507204	0	0	0	0	50	77	32758020	1	1
KIAA0182	422186	213	37	7940502	1825146	0	0	0	0	1	0	2518938	1	1
KIAA0240	1023102	187	38	7165242	1465110	0	0	0	0	2	3	3378294	1	1
KIAA0284	855494	247	41	9964062	2484774	0	0	0	0	0	0	2484774	1	1
KIAA0317	900799	207	42	5617350	1068282	0	0	0	0	4	3	3376980	1	1
KIAA0406	599934	303	49	7233570	1433574	0	0	0	0	1	0	1557090	1	1
KIAA0415	479282	523	22	5254686	1289034	0	0	0	0	10	5	6133752	1	1
KIAA0427	99954	406	51	4062888	791028	0	0	0	0	13	4	8864244	1	1
KIAA0467	1066191	239	31	16673346	3882870	0	0	0	0	1	0	4935384	1	1
KIAA0494	615653	417	20	3419028	596556	0	0	0	0	50	60	42404094	1	1
KIAA0495	249153	341	24	1274580	328500	0	0	0	0	50	67	39171654	1	1
KIAA0528	213736	811	-9	6849882	1294290	0	0	0	0	1	1	2194380	1	1
KIAA0562	249714	412	32	6379470	1141866	0	0	0	0	9	12	9384588	1	1
KIAA0564	259442	557	50	12982320	2517624	0	0	0	0	1	0	2953872	1	1
KIAA0649	298554	539	14	7759170	1790982	0	0	0	0	0	0	1790982	1	1
KIAA0652	914919	176	39	3514950	737154	0	0	0	0	25	61	24859566	1	1
KIAA0664	561252	218	18	8788032	1802808	0	0	0	0	5	0	5773716	1	1
KIAA0748	246749	748	11	3588534	629406	0	0	0	0	30	38	24596766	1	1
KIAA0754	NaN	NaN	NaN	9025866	2232486	0	0	0	0	0	0	2232486	1	1
KIAA0776	105478	1376	-1	5524056	938196	0	0	0	0	50	11	35612028	1	1
KIAA0802	276661	394	22	10513314	2156274	0	0	0	0	5	0	6730308	1	1
KIAA0831	739675	256	39	3362526	624150	0	0	0	0	50	78	53875314	1	1
KIAA0892	920442	232	2	4215312	819936	0	0	0	0	7	10	6035202	1	1
KIAA0913	1009357	191	42	11949516	2848752	0	0	0	0	3	2	5005026	1	1
KIAA1012	416975	489	28	9858942	1756818	0	0	0	0	3	1	3721248	1	1
KIAA1143	433853	426	27	1074852	173448	0	0	0	0	50	68	40969206	1	1
KIAA1147	213663	781	17	3070818	608382	0	0	1	0	14	22	10728810	1	1
KIAA1210	556208	NaN	8	11366100	2252196	0	0	0	0	1	0	4849974	1	1
KIAA1267	388537	357	21	7275618	1585998	0	0	0	0	5	2	4500450	1	1
KIAA1274	549709	487	39	5756634	1199682	0	0	0	0	8	22	10677564	1	1
KIAA1310	889428	234	44	5754006	1396782	0	0	0	0	1	0	1641186	1	1
KIAA1370	421095	345	21	7371540	1243044	0	0	0	0	0	0	1243044	1	1
KIAA1383	134159	644	-2	6906384	1356048	0	0	0	0	1	0	2019618	1	1
KIAA1409	321756	678	21	16806060	3074760	0	0	0	0	0	0	3074760	1	1
KIAA1486	17102	517	-4	4229766	978930	0	0	0	0	6	6	4878882	1	1
KIAA1529	378658	528	34	11540862	1843542	0	0	0	0	1	0	2781738	1	1
KIAA1530	1018381	507	41	4771134	963162	0	0	0	0	2	3	3614814	1	1
KIAA1539	1108514	411	41	3394062	928998	0	0	0	0	1	4	2249568	1	1
KIAA1543	611341	384	33	8119206	2143134	0	0	0	0	1	0	2338920	1	1
KIAA1609	584311	285	14	3085272	591300	0	0	0	0	50	96	40644648	1	1
KIAA1632	385282	380	41	17582634	3215358	0	0	0	0	0	0	3215358	1	1
KIAA1704	685405	245	40	2377026	387630	0	0	0	0	50	89	47734992	1	1
KIAA1712	63527	647	11	3003804	488808	0	0	0	0	33	29	28739808	1	1
KIAA1751	1343607	233	33	5223150	971046	0	0	0	0	0	0	971046	1	1
KIAA1797	125322	525	20	12249108	2409876	0	0	0	0	1	0	3853962	1	1
KIAA1804	146614	392	5	6722424	1547892	0	0	0	0	9	2	5099634	1	1
KIAA1826	84555	890	-19	2374398	363978	0	0	0	0	50	87	39280716	1	1
KIAA1949	2115149	171	41	3898638	973674	0	0	0	0	33	39	25106598	1	1
KIAA1967	757216	224	45	6154776	1340280	0	0	0	0	3	4	3526776	1	1
KIAA2022	251853	NaN	7	10222920	1768644	0	0	0	0	0	0	1768644	1	1
KIF26B	609429	825	-5	13636692	3137832	0	18	21	0	1	23	3392748	1	1
KIF4A	243320	NaN	45	8614584	1421748	0	0	0	0	0	0	1421748	1	1
KILLIN	NaN	NaN	NaN	1106388	304848	0	0	0	0	50	216	74147706	1	1
KIR2DL1	NaN	NaN	NaN	2348118	482238	0	0	0	0	0	0	482238	1	1
KIR2DL4	987531	620	-23	2538648	517716	0	0	0	0	7	2	3512322	1	1
KIR2DS4	987531	620	-23	2007792	417852	0	0	0	0	7	2	3512322	1	1
KIR3DL2	987531	620	-23	3023514	660942	0	0	2	0	50	132	45384246	1	1
KIR3DL3	1155455	625	-10	2716038	603126	0	0	0	0	10	44	12398904	1	1
KIR3DP1	1071493	620	-17	2172042	476982	0	0	0	0	8	8	5044446	1	1
KLF8	111210	NaN	1	2391480	499320	0	0	0	0	27	34	13639320	1	1
KLHDC1	627751	342	18	2898684	441504	0	0	0	0	50	72	36283482	1	1
KLHDC5	349689	387	11	3307338	708246	0	0	0	0	10	7	9933840	1	1
KLHDC7B	1075525	207	42	3635838	1055142	0	0	0	0	5	9	4120704	1	1
KLHDC9	689033	250	23	2357316	483552	0	0	1	0	50	97	35834094	1	1
KLHL13	57664	NaN	-2	4995828	898776	0	0	0	0	6	2	3999816	1	1
KLHL15	528219	NaN	41	4066830	724014	0	0	0	0	2	17	8638236	1	1
KLHL31	306333	404	20	4179834	847530	0	5	6	0	0	6	847530	1	1
KLHL34	93001	NaN	7	4020840	1064340	0	0	0	0	0	0	1064340	1	1
KLHL4	34243	NaN	-31	5012910	939510	0	0	0	0	0	0	939510	1	1
KLRAQ1	168167	780	24	5489892	898776	0	0	0	0	0	0	898776	1	1
KLRC2	378365	334	0	1620162	266742	0	0	0	0	50	79	39542202	1	1
KLRC3	378365	334	0	1907928	312732	0	0	0	0	50	79	39542202	1	1
KLRC4	378365	334	0	1101132	183960	0	0	0	0	50	79	39542202	1	1
KLRG1	301954	416	11	1316628	228636	0	0	0	0	50	63	43966440	1	1
KNCN	608423	266	25	666198	158994	0	0	0	0	50	93	35531874	1	1
KNDC1	318075	452	-11	11508012	2596464	0	26	19	0	0	19	2596464	1	1
KRT17	1494501	323	11	2892114	595242	0	0	2	0	20	74	20469492	1	1
KRT6C	1194800	389	29	3750156	793656	0	0	0	0	2	4	2384910	1	1
KRTAP1-1	977588	404	10	1203624	204984	0	0	4	0	0	4	204984	1	1
KRTAP10-11	874480	461	25	1943406	419166	0	0	2	0	8	14	3095784	1	1
KRTAP10-2	860604	461	30	1672722	350838	0	3	9	0	0	9	350838	1	1
KRTAP10-7	874480	461	25	2437470	503262	0	0	0	0	4	9	2156274	1	1
KRTAP10-8	874480	461	25	1687176	373176	0	0	2	0	8	14	3095784	1	1
KRTAP12-2	874480	461	25	946080	218124	0	0	0	0	30	57	27982944	1	1
KRTAP19-1	14979	1035	-68	580788	131400	0	0	0	0	33	70	14075568	1	1
KRTAP19-5	14979	1035	-68	471726	101178	0	0	1	0	27	68	13086126	1	1
KRTAP19-6	22916	1048	-79	388944	81468	0	0	1	0	37	94	16368498	1	1
KRTAP19-7	22916	1048	-79	420480	81468	0	0	1	0	37	94	16368498	1	1
KRTAP19-8	200531	972	-45	437562	77526	0	0	0	0	50	78	31090554	1	1
KRTAP2-1	NaN	NaN	NaN	823878	198414	0	0	0	0	50	216	74041272	1	1
KRTAP2-2	NaN	NaN	NaN	788400	189216	0	0	0	0	50	216	74032074	1	1
KRTAP2-4	NaN	NaN	NaN	823878	198414	0	0	0	0	50	216	74041272	1	1
KRTAP20-1	22916	1048	-79	378432	68328	0	0	0	0	50	133	29808090	1	1
KRTAP21-2	30244	1055	-70	550566	106434	0	0	0	0	50	122	26180136	1	1
KRTAP21-3	NaN	NaN	NaN	423108	52560	0	0	1	0	2	11	1705572	1	1
KRTAP22-1	22916	1048	-79	335070	48618	0	0	0	0	50	133	29808090	1	1
KRTAP22-2	NaN	NaN	NaN	325872	42048	0	0	0	0	50	216	73884906	1	1
KRTAP26-1	6302	1011	-69	1361304	302220	0	0	1	0	6	15	2363886	1	1
KRTAP3-3	977588	404	10	638604	147168	0	0	0	0	50	84	26248464	1	1
KRTAP4-12	832368	459	-9	1365246	232578	0	0	0	0	50	78	28969758	1	1
KRTAP4-4	996799	468	-7	1149750	172134	0	0	0	0	50	85	31629294	1	1
KRTAP4-9	NaN	NaN	NaN	1428318	235206	0	0	3	0	2	13	1888218	1	1
KRTAP5-3	NaN	NaN	NaN	1582056	307476	0	0	2	0	8	34	7740774	1	1
KRTAP6-2	22916	1048	-79	423108	70956	0	0	3	0	6	7	608382	1	1
KRTAP7-1	NaN	NaN	NaN	586044	113004	0	0	0	0	50	216	73955862	1	1
KRTAP9-2	996799	468	-7	1182600	202356	0	0	0	0	50	85	31629294	1	1
KRTAP9-3	996799	468	-7	1090620	176076	0	0	3	0	8	8	1672722	1	1
KRTAP9-4	1149433	468	-14	1053828	173448	0	0	0	0	50	96	30696354	1	1
KRTAP9-8	996799	468	-7	1084050	182646	0	0	0	0	50	85	31629294	1	1
KRTCAP2	1801444	194	32	1070910	266742	0	0	0	0	50	85	38204550	1	1
KTELC1	280646	599	33	2748888	459900	0	0	0	0	30	42	20268450	1	1
L1CAM	2328608	NaN	27	8523918	1677978	0	0	0	0	3	0	4091796	1	1
L3MBTL	321277	399	-2	5476752	1045944	0	0	0	0	9	5	7031214	1	1
LACTB2	240331	562	31	2006478	340326	0	0	2	0	6	18	5658084	1	1
LAGE3	2163759	NaN	42	890892	265428	0	0	0	0	50	84	43422444	1	1
LAMA1	241772	228	-37	20970126	3938058	0	50	30	0	0	30	3938058	1	1
LAMP2	475981	NaN	26	3392748	685908	0	0	0	0	14	9	6765786	1	1
LANCL3	108134	NaN	13	2907882	637290	0	0	0	0	21	42	14761476	1	1
LAS1L	321325	NaN	10	5047074	889578	0	0	0	0	2	1	2530764	1	1
LASS1	1346431	176	24	2321838	519030	0	0	0	0	2	0	2122110	1	1
LASS2	1621279	172	30	2614860	501948	0	0	0	0	29	56	25081632	1	1
LASS3	239951	474	-31	2721294	408654	0	0	0	0	50	111	41008626	1	1
LASS4	826957	209	15	2672676	543996	0	0	0	0	3	15	4111506	1	1
LASS5	1040456	192	58	2708154	490122	0	0	0	0	39	70	31323132	1	1
LASS6	192358	937	21	2649024	480924	0	0	0	0	50	7	39107268	1	1
LAX1	515575	280	39	2786994	513774	0	0	4	0	4	18	3587220	1	1
LBH	136617	581	18	737154	119574	0	0	1	0	7	4	2696328	1	1
LBXCOR1	305591	319	21	5905116	1458540	0	0	0	0	21	10	17823096	1	1
LCE1B	64902	818	18	781830	156366	0	0	2	0	0	2	156366	1	1
LCE1E	64902	818	18	797598	151110	0	0	1	0	0	1	151110	1	1
LCE2B	169158	818	24	735840	149796	0	0	1	0	4	2	702990	1	1
LCE2C	169158	818	24	739782	145854	0	0	0	0	50	52	36713160	1	1
LCE3A	285984	752	17	600498	106434	0	0	0	0	50	70	41640660	1	1
LCE3B	285984	752	17	630720	123516	0	0	0	0	50	70	41640660	1	1
LCE3C	285984	752	17	637290	122202	0	0	0	0	50	70	41640660	1	1
LCE3D	285984	752	17	613638	130086	0	0	0	0	50	70	41640660	1	1
LCE3E	285984	752	17	616266	127458	0	0	0	0	50	70	41640660	1	1
LCE4A	169158	818	24	676710	122202	0	0	1	0	4	2	702990	1	1
LCN1	327501	539	37	1220706	240462	0	0	1	0	36	35	21080502	1	1
LCN12	1979517	188	34	1317942	266742	0	0	0	0	50	87	40923216	1	1
LCN2	1762678	201	44	1392840	244404	0	0	0	0	50	75	37707858	1	1
LCNL1	1979517	188	34	1065654	256230	0	0	3	0	8	11	3058992	1	1
LDOC1	18788	NaN	-20	981558	177390	0	0	0	0	50	141	36354438	1	1
LEAP2	686574	200	66	528228	113004	0	0	2	0	0	2	113004	1	1
LEFTY1	924499	239	8	2357316	572904	0	0	0	0	22	36	13875840	1	1
LEFTY2	923085	239	20	2349432	575532	0	0	0	0	38	54	29353446	1	1
LEMD1	662921	249	41	756864	134028	0	0	0	0	9	15	8430624	1	1
LENEP	1612870	224	35	403398	101178	0	0	0	0	50	81	34918236	1	1
LEPREL1	165372	399	3	4802670	934254	0	10	10	0	0	10	934254	1	1
LEPREL2	2822601	232	32	4769820	1190484	0	0	0	0	1	0	1599138	1	1
LEPROT	239577	511	-3	884322	187902	0	0	0	0	50	82	37142838	1	1
LEPROTL1	387693	231	51	1378386	306162	0	0	1	0	50	64	35744742	1	1
LGALS7	1697047	322	45	911916	210240	0	0	0	0	50	84	43092630	1	1
LGALS7B	1697047	322	45	911916	210240	0	0	0	0	50	84	43092630	1	1
LGALS9B	384584	413	-6	2424330	492750	0	0	0	0	50	99	43176726	1	1
LGALS9C	928601	254	0	2436156	488808	0	0	0	0	13	16	9208512	1	1
LGTN	504002	288	38	3981420	777888	0	0	0	0	0	0	777888	1	1
LHFPL1	25206	NaN	7	1459854	314046	0	0	0	0	6	12	7400448	1	1
LIMS3	NaN	NaN	NaN	1621476	281196	0	0	0	0	50	216	74124054	1	1
LIN28B	108630	702	-4	1679292	331128	0	0	1	0	50	78	37609308	1	1
LIN37	1151198	321	30	1713456	328500	0	0	0	0	4	4	8150742	1	1
LIN52	541052	236	43	833076	147168	0	0	0	0	50	76	35136360	1	1
LIN7C	371553	477	-10	1337652	270684	0	0	1	0	18	70	17816526	1	1
LINS1	290809	374	-9	5166648	869868	0	0	0	0	2	1	1712142	1	1
LMO3	149303	802	-15	1020978	161622	0	0	0	0	50	77	40137444	1	1
LMOD2	86849	536	-10	3654234	687222	0	0	2	0	25	34	15957216	1	1
LNP1	376655	410	13	1246986	195786	0	0	3	0	0	3	195786	1	1
LOC100128071	NaN	NaN	NaN	789714	240462	0	0	0	0	50	216	74083320	1	1
LOC100128542	NaN	NaN	NaN	1051200	231264	0	0	0	0	50	216	74074122	1	1
LOC100130274	NaN	NaN	NaN	2681874	794970	0	0	0	0	0	0	794970	1	1
LOC100130932	NaN	NaN	NaN	515088	76212	0	0	0	0	50	216	73919070	1	1
LOC100130933	NaN	NaN	NaN	430992	76212	0	0	0	0	50	216	73919070	1	1
LOC100131801	NaN	NaN	NaN	543996	84096	0	0	0	0	50	216	73926954	1	1
LOC100132247	NaN	NaN	NaN	7157358	1846170	0	0	0	0	0	0	1846170	1	1
LOC100132963	NaN	NaN	NaN	676710	143226	0	0	0	0	50	216	73986084	1	1
LOC100133893	NaN	NaN	NaN	2281104	433620	0	0	0	0	50	216	74276478	1	1
LOC100287428	NaN	NaN	NaN	2521566	632034	0	0	0	0	0	0	632034	1	1
LOC100287718	NaN	NaN	NaN	1509786	290394	0	0	0	0	50	216	74133252	1	1
LOC100288797	NaN	NaN	NaN	963162	253602	0	0	0	0	50	216	74096460	1	1
LOC100302652	223391	572	-10	3796146	695106	0	0	0	0	11	14	10169046	1	1
LOC150786	456915	540	2	1668780	341640	0	0	0	0	50	109	49001688	1	1
LOC153328	471108	443	23	1053828	233892	0	0	0	0	50	90	41421222	1	1
LOC200030	NaN	NaN	NaN	11116440	1734480	0	0	0	0	0	0	1734480	1	1
LOC200726	269047	832	14	1236474	219438	0	0	0	0	50	62	31673970	1	1
LOC221710	251884	409	26	596556	139284	0	0	0	0	50	67	36585702	1	1
LOC283999	NaN	NaN	NaN	2369142	776574	0	0	0	0	0	0	776574	1	1
LOC285033	904852	213	43	798912	186588	0	0	0	0	44	111	41974416	1	1
LOC286238	126536	629	8	758178	143226	0	0	0	0	50	75	37028520	1	1
LOC339047	NaN	NaN	NaN	5006340	1006524	0	0	0	0	0	0	1006524	1	1
LOC342346	NaN	NaN	NaN	7501626	1656954	0	0	0	0	0	0	1656954	1	1
LOC360030	NaN	NaN	NaN	1349478	177390	0	0	0	0	50	216	74020248	1	1
LOC375190	NaN	NaN	NaN	2350746	314046	0	0	0	0	50	216	74156904	1	1
LOC388588	NaN	NaN	NaN	546624	102492	0	0	0	0	50	216	73945350	1	1
LOC388946	NaN	NaN	NaN	1488762	266742	0	0	0	0	50	216	74109600	1	1
LOC389333	NaN	NaN	NaN	6115356	1900044	0	0	0	0	0	0	1900044	1	1
LOC389493	NaN	NaN	NaN	628092	160308	0	0	0	0	50	216	74003166	1	1
LOC390595	NaN	NaN	NaN	2424330	634662	0	0	0	0	0	0	634662	1	1
LOC391322	NaN	NaN	NaN	792342	201042	0	0	0	0	50	216	74043900	1	1
LOC400696	NaN	NaN	NaN	1044630	190530	0	0	0	0	50	216	74033388	1	1
LOC401052	944872	170	42	775260	173448	0	0	0	0	50	108	44306766	1	1
LOC401097	NaN	NaN	NaN	1483506	471726	0	0	0	0	0	0	471726	1	1
LOC401387	NaN	NaN	NaN	5902488	938196	0	0	0	0	0	0	938196	1	1
LOC402644	NaN	NaN	NaN	1084050	169506	0	0	0	0	50	216	74012364	1	1
LOC402778	NaN	NaN	NaN	855414	187902	0	0	0	0	50	216	74030760	1	1
LOC440563	NaN	NaN	NaN	1968372	354780	0	0	0	0	50	216	74197638	1	1
LOC441056	NaN	NaN	NaN	11723508	3608244	0	0	0	0	0	0	3608244	1	1
LOC441294	368082	372	-17	5194242	942138	0	0	0	0	5	4	3440052	1	1
LOC441869	NaN	NaN	NaN	2398050	781830	0	0	0	0	0	0	781830	1	1
LOC55908	1691034	233	32	1281150	324558	0	0	0	0	50	91	40607856	1	1
LOC642587	199789	427	-2	653058	180018	0	0	0	0	50	101	42333138	1	1
LOC642597	NaN	NaN	NaN	495378	67014	0	0	0	0	50	216	73909872	1	1
LOC643008	NaN	NaN	NaN	520344	115632	0	0	0	0	50	216	73958490	1	1
LOC643596	NaN	NaN	NaN	984186	264114	0	0	0	0	50	216	74106972	1	1
LOC643677	NaN	NaN	NaN	47893986	7977294	0	0	0	0	0	0	7977294	1	1
LOC644538	NaN	NaN	NaN	519030	143226	0	0	0	0	50	216	73986084	1	1
LOC645961	NaN	NaN	NaN	7338690	1646442	0	0	0	0	0	0	1646442	1	1
LOC646498	1812695	203	45	1384956	265428	0	0	0	0	50	77	38614518	1	1
LOC646627	NaN	NaN	NaN	501948	128772	0	0	0	0	50	216	73971630	1	1
LOC646851	NaN	NaN	NaN	4060260	609696	0	0	0	0	0	0	609696	1	1
LOC647309	NaN	NaN	NaN	2275848	412596	0	0	0	0	50	216	74255454	1	1
LOC649330	118495	792	12	1978884	349524	0	0	0	0	26	16	17578692	1	1
LOC653486	NaN	NaN	NaN	663570	124830	0	0	0	0	50	216	73967688	1	1
LOC653543	NaN	NaN	NaN	6082506	1861938	0	0	0	0	0	0	1861938	1	1
LOC653544	NaN	NaN	NaN	17597088	5424192	0	0	0	0	0	0	5424192	1	1
LOC653545	NaN	NaN	NaN	17597088	5424192	0	0	0	0	0	0	5424192	1	1
LOC653548	NaN	NaN	NaN	17597088	5424192	0	0	0	0	0	0	5424192	1	1
LOC728392	NaN	NaN	NaN	746352	199728	0	0	0	0	50	216	74042586	1	1
LOC728410	NaN	NaN	NaN	14664240	4520160	0	0	0	0	0	0	4520160	1	1
LOC728819	NaN	NaN	NaN	2139192	352152	0	0	0	0	50	216	74195010	1	1
LOC729020	NaN	NaN	NaN	1511100	294336	0	0	0	0	50	216	74137194	1	1
LOC729991	NaN	NaN	NaN	860670	148482	0	0	0	0	50	216	73991340	1	1
LOC729991-MEF2B	NaN	NaN	NaN	2476890	482238	0	0	0	0	0	0	482238	1	1
LOC730755	NaN	NaN	NaN	823878	198414	0	0	0	0	50	216	74041272	1	1
LOC81691	244139	580	32	5311188	998640	0	0	0	0	5	10	5363748	1	1
LONRF3	571717	NaN	27	5075982	1026234	0	0	0	0	11	22	11000808	1	1
LPAR4	16059	NaN	22	2433528	501948	0	0	0	0	8	13	4796100	1	1
LPAR6	NaN	NaN	NaN	2302128	417852	0	0	0	0	50	216	74260710	1	1
LPGAT1	465080	281	13	2554416	444132	0	0	0	0	50	78	37529154	1	1
LPPR2	1385739	197	31	2892114	763434	0	0	0	0	16	25	12661704	1	1
LRCH2	210224	NaN	-8	5316444	938196	0	0	0	0	6	16	10853640	1	1
